Wavelength (nm), Intensity (a.u.)
573.030,3.6829e-03
573.040,3.6846e-03
573.050,3.6863e-03
573.060,3.6881e-03
573.070,3.6898e-03
573.080,3.6916e-03
573.090,3.6934e-03
573.100,3.6952e-03
573.110,3.6971e-03
573.120,3.6989e-03
573.130,3.7007e-03
573.140,3.7026e-03
573.150,3.7044e-03
573.160,3.7062e-03
573.170,3.7080e-03
573.180,3.7098e-03
573.190,3.7116e-03
573.200,3.7133e-03
573.210,3.7150e-03
573.220,3.7167e-03
573.230,3.7183e-03
573.240,3.7199e-03
573.250,3.7214e-03
573.260,3.7229e-03
573.270,3.7243e-03
573.280,3.7257e-03
573.290,3.7270e-03
573.300,3.7282e-03
573.310,3.7294e-03
573.320,3.7305e-03
573.330,3.7315e-03
573.340,3.7324e-03
573.350,3.7332e-03
573.360,3.7340e-03
573.370,3.7346e-03
573.380,3.7352e-03
573.390,3.7357e-03
573.400,3.7360e-03
573.410,3.7363e-03
573.420,3.7364e-03
573.430,3.7364e-03
573.440,3.7363e-03
573.450,3.7361e-03
573.460,3.7358e-03
573.470,3.7354e-03
573.480,3.7348e-03
573.490,3.7341e-03
573.500,3.7333e-03
573.510,3.7323e-03
573.520,3.7312e-03
573.530,3.7300e-03
573.540,3.7287e-03
573.550,3.7272e-03
573.560,3.7256e-03
573.570,3.7238e-03
573.580,3.7219e-03
573.590,3.7199e-03
573.600,3.7177e-03
573.610,3.7154e-03
573.620,3.7130e-03
573.630,3.7104e-03
573.640,3.7076e-03
573.650,3.7048e-03
573.660,3.7018e-03
573.670,3.6986e-03
573.680,3.6954e-03
573.690,3.6920e-03
573.700,3.6884e-03
573.710,3.6848e-03
573.720,3.6810e-03
573.730,3.6771e-03
573.740,3.6730e-03
573.750,3.6688e-03
573.760,3.6645e-03
573.770,3.6601e-03
573.780,3.6556e-03
573.790,3.6510e-03
573.800,3.6462e-03
573.810,3.6413e-03
573.820,3.6364e-03
573.830,3.6313e-03
573.840,3.6261e-03
573.850,3.6208e-03
573.860,3.6155e-03
573.870,3.6100e-03
573.880,3.6045e-03
573.890,3.5989e-03
573.900,3.5932e-03
573.910,3.5874e-03
573.920,3.5815e-03
573.930,3.5756e-03
573.940,3.5696e-03
573.950,3.5636e-03
573.960,3.5575e-03
573.970,3.5513e-03
573.980,3.5451e-03
573.990,3.5389e-03
574.000,3.5326e-03
574.010,3.5263e-03
574.020,3.5199e-03
574.030,3.5135e-03
574.040,3.5071e-03
574.050,3.5007e-03
574.060,3.4942e-03
574.070,3.4878e-03
574.080,3.4813e-03
574.090,3.4748e-03
574.100,3.4683e-03
574.110,3.4619e-03
574.120,3.4554e-03
574.130,3.4489e-03
574.140,3.4425e-03
574.150,3.4361e-03
574.160,3.4297e-03
574.170,3.4233e-03
574.180,3.4170e-03
574.190,3.4107e-03
574.200,3.4044e-03
574.210,3.3982e-03
574.220,3.3920e-03
574.230,3.3858e-03
574.240,3.3797e-03
574.250,3.3737e-03
574.260,3.3677e-03
574.270,3.3618e-03
574.280,3.3560e-03
574.290,3.3502e-03
574.300,3.3445e-03
574.310,3.3388e-03
574.320,3.3332e-03
574.330,3.3278e-03
574.340,3.3224e-03
574.350,3.3170e-03
574.360,3.3118e-03
574.370,3.3067e-03
574.380,3.3016e-03
574.390,3.2966e-03
574.400,3.2918e-03
574.410,3.2870e-03
574.420,3.2824e-03
574.430,3.2778e-03
574.440,3.2734e-03
574.450,3.2690e-03
574.460,3.2648e-03
574.470,3.2607e-03
574.480,3.2567e-03
574.490,3.2528e-03
574.500,3.2491e-03
574.510,3.2454e-03
574.520,3.2419e-03
574.530,3.2385e-03
574.540,3.2353e-03
574.550,3.2321e-03
574.560,3.2291e-03
574.570,3.2262e-03
574.580,3.2235e-03
574.590,3.2209e-03
574.600,3.2184e-03
574.610,3.2161e-03
574.620,3.2139e-03
574.630,3.2118e-03
574.640,3.2099e-03
574.650,3.2082e-03
574.660,3.2065e-03
574.670,3.2051e-03
574.680,3.2037e-03
574.690,3.2026e-03
574.700,3.2015e-03
574.710,3.2006e-03
574.720,3.1999e-03
574.730,3.1993e-03
574.740,3.1989e-03
574.750,3.1986e-03
574.760,3.1985e-03
574.770,3.1986e-03
574.780,3.1988e-03
574.790,3.1992e-03
574.800,3.1997e-03
574.810,3.2004e-03
574.820,3.2012e-03
574.830,3.2022e-03
574.840,3.2034e-03
574.850,3.2047e-03
574.860,3.2063e-03
574.870,3.2079e-03
574.880,3.2098e-03
574.890,3.2118e-03
574.900,3.2139e-03
574.910,3.2163e-03
574.920,3.2188e-03
574.930,3.2215e-03
574.940,3.2244e-03
574.950,3.2274e-03
574.960,3.2306e-03
574.970,3.2340e-03
574.980,3.2376e-03
574.990,3.2413e-03
575.000,3.2452e-03
575.010,3.2493e-03
575.020,3.2536e-03
575.030,3.2580e-03
575.040,3.2626e-03
575.050,3.2674e-03
575.060,3.2724e-03
575.070,3.2776e-03
575.080,3.2829e-03
575.090,3.2885e-03
575.100,3.2942e-03
575.110,3.3001e-03
575.120,3.3062e-03
575.130,3.3124e-03
575.140,3.3189e-03
575.150,3.3255e-03
575.160,3.3324e-03
575.170,3.3394e-03
575.180,3.3466e-03
575.190,3.3540e-03
575.200,3.3616e-03
575.210,3.3693e-03
575.220,3.3773e-03
575.230,3.3855e-03
575.240,3.3938e-03
575.250,3.4023e-03
575.260,3.4111e-03
575.270,3.4200e-03
575.280,3.4291e-03
575.290,3.4384e-03
575.300,3.4479e-03
575.310,3.4576e-03
575.320,3.4675e-03
575.330,3.4776e-03
575.340,3.4879e-03
575.350,3.4983e-03
575.360,3.5090e-03
575.370,3.5199e-03
575.380,3.5309e-03
575.390,3.5422e-03
575.400,3.5536e-03
575.410,3.5653e-03
575.420,3.5771e-03
575.430,3.5891e-03
575.440,3.6014e-03
575.450,3.6138e-03
575.460,3.6264e-03
575.470,3.6392e-03
575.480,3.6522e-03
575.490,3.6654e-03
575.500,3.6788e-03
575.510,3.6924e-03
575.520,3.7062e-03
575.530,3.7202e-03
575.540,3.7343e-03
575.550,3.7487e-03
575.560,3.7632e-03
575.570,3.7780e-03
575.580,3.7929e-03
575.590,3.8080e-03
575.600,3.8233e-03
575.610,3.8388e-03
575.620,3.8544e-03
575.630,3.8703e-03
575.640,3.8863e-03
575.650,3.9025e-03
575.660,3.9189e-03
575.670,3.9354e-03
575.680,3.9522e-03
575.690,3.9691e-03
575.700,3.9861e-03
575.710,4.0034e-03
575.720,4.0208e-03
575.730,4.0383e-03
575.740,4.0561e-03
575.750,4.0739e-03
575.760,4.0920e-03
575.770,4.1102e-03
575.780,4.1285e-03
575.790,4.1470e-03
575.800,4.1656e-03
575.810,4.1844e-03
575.820,4.2033e-03
575.830,4.2223e-03
575.840,4.2415e-03
575.850,4.2607e-03
575.860,4.2801e-03
575.870,4.2996e-03
575.880,4.3193e-03
575.890,4.3390e-03
575.900,4.3588e-03
575.910,4.3787e-03
575.920,4.3987e-03
575.930,4.4188e-03
575.940,4.4390e-03
575.950,4.4592e-03
575.960,4.4795e-03
575.970,4.4999e-03
575.980,4.5203e-03
575.990,4.5408e-03
576.000,4.5613e-03
576.010,4.5818e-03
576.020,4.6024e-03
576.030,4.6229e-03
576.040,4.6435e-03
576.050,4.6641e-03
576.060,4.6847e-03
576.070,4.7053e-03
576.080,4.7258e-03
576.090,4.7464e-03
576.100,4.7668e-03
576.110,4.7873e-03
576.120,4.8077e-03
576.130,4.8280e-03
576.140,4.8482e-03
576.150,4.8683e-03
576.160,4.8884e-03
576.170,4.9083e-03
576.180,4.9282e-03
576.190,4.9479e-03
576.200,4.9675e-03
576.210,4.9869e-03
576.220,5.0061e-03
576.230,5.0252e-03
576.240,5.0442e-03
576.250,5.0629e-03
576.260,5.0814e-03
576.270,5.0997e-03
576.280,5.1178e-03
576.290,5.1357e-03
576.300,5.1533e-03
576.310,5.1707e-03
576.320,5.1878e-03
576.330,5.2046e-03
576.340,5.2211e-03
576.350,5.2373e-03
576.360,5.2532e-03
576.370,5.2688e-03
576.380,5.2840e-03
576.390,5.2989e-03
576.400,5.3134e-03
576.410,5.3276e-03
576.420,5.3414e-03
576.430,5.3548e-03
576.440,5.3678e-03
576.450,5.3803e-03
576.460,5.3925e-03
576.470,5.4042e-03
576.480,5.4155e-03
576.490,5.4263e-03
576.500,5.4367e-03
576.510,5.4466e-03
576.520,5.4560e-03
576.530,5.4649e-03
576.540,5.4733e-03
576.550,5.4812e-03
576.560,5.4886e-03
576.570,5.4955e-03
576.580,5.5018e-03
576.590,5.5076e-03
576.600,5.5129e-03
576.610,5.5176e-03
576.620,5.5218e-03
576.630,5.5254e-03
576.640,5.5284e-03
576.650,5.5309e-03
576.660,5.5328e-03
576.670,5.5342e-03
576.680,5.5349e-03
576.690,5.5351e-03
576.700,5.5347e-03
576.710,5.5337e-03
576.720,5.5321e-03
576.730,5.5299e-03
576.740,5.5272e-03
576.750,5.5238e-03
576.760,5.5199e-03
576.770,5.5154e-03
576.780,5.5103e-03
576.790,5.5046e-03
576.800,5.4983e-03
576.810,5.4915e-03
576.820,5.4841e-03
576.830,5.4761e-03
576.840,5.4675e-03
576.850,5.4584e-03
576.860,5.4487e-03
576.870,5.4385e-03
576.880,5.4277e-03
576.890,5.4164e-03
576.900,5.4046e-03
576.910,5.3922e-03
576.920,5.3794e-03
576.930,5.3660e-03
576.940,5.3521e-03
576.950,5.3377e-03
576.960,5.3228e-03
576.970,5.3075e-03
576.980,5.2916e-03
576.990,5.2754e-03
577.000,5.2586e-03
577.010,5.2415e-03
577.020,5.2239e-03
577.030,5.2058e-03
577.040,5.1874e-03
577.050,5.1686e-03
577.060,5.1494e-03
577.070,5.1298e-03
577.080,5.1098e-03
577.090,5.0895e-03
577.100,5.0688e-03
577.110,5.0478e-03
577.120,5.0265e-03
577.130,5.0049e-03
577.140,4.9829e-03
577.150,4.9607e-03
577.160,4.9382e-03
577.170,4.9154e-03
577.180,4.8924e-03
577.190,4.8691e-03
577.200,4.8456e-03
577.210,4.8219e-03
577.220,4.7980e-03
577.230,4.7738e-03
577.240,4.7495e-03
577.250,4.7250e-03
577.260,4.7003e-03
577.270,4.6754e-03
577.280,4.6505e-03
577.290,4.6253e-03
577.300,4.6001e-03
577.310,4.5747e-03
577.320,4.5492e-03
577.330,4.5236e-03
577.340,4.4979e-03
577.350,4.4722e-03
577.360,4.4463e-03
577.370,4.4204e-03
577.380,4.3945e-03
577.390,4.3685e-03
577.400,4.3424e-03
577.410,4.3163e-03
577.420,4.2903e-03
577.430,4.2641e-03
577.440,4.2380e-03
577.450,4.2119e-03
577.460,4.1858e-03
577.470,4.1597e-03
577.480,4.1336e-03
577.490,4.1076e-03
577.500,4.0816e-03
577.510,4.0556e-03
577.520,4.0297e-03
577.530,4.0038e-03
577.540,3.9780e-03
577.550,3.9522e-03
577.560,3.9265e-03
577.570,3.9009e-03
577.580,3.8753e-03
577.590,3.8499e-03
577.600,3.8245e-03
577.610,3.7992e-03
577.620,3.7740e-03
577.630,3.7489e-03
577.640,3.7239e-03
577.650,3.6991e-03
577.660,3.6743e-03
577.670,3.6496e-03
577.680,3.6251e-03
577.690,3.6007e-03
577.700,3.5764e-03
577.710,3.5522e-03
577.720,3.5281e-03
577.730,3.5042e-03
577.740,3.4804e-03
577.750,3.4568e-03
577.760,3.4332e-03
577.770,3.4099e-03
577.780,3.3866e-03
577.790,3.3635e-03
577.800,3.3406e-03
577.810,3.3178e-03
577.820,3.2951e-03
577.830,3.2726e-03
577.840,3.2502e-03
577.850,3.2280e-03
577.860,3.2059e-03
577.870,3.1840e-03
577.880,3.1623e-03
577.890,3.1406e-03
577.900,3.1192e-03
577.910,3.0979e-03
577.920,3.0767e-03
577.930,3.0557e-03
577.940,3.0349e-03
577.950,3.0142e-03
577.960,2.9937e-03
577.970,2.9733e-03
577.980,2.9531e-03
577.990,2.9331e-03
578.000,2.9132e-03
578.010,2.8934e-03
578.020,2.8738e-03
578.030,2.8544e-03
578.040,2.8351e-03
578.050,2.8160e-03
578.060,2.7970e-03
578.070,2.7782e-03
578.080,2.7596e-03
578.090,2.7411e-03
578.100,2.7227e-03
578.110,2.7045e-03
578.120,2.6864e-03
578.130,2.6685e-03
578.140,2.6508e-03
578.150,2.6332e-03
578.160,2.6157e-03
578.170,2.5984e-03
578.180,2.5813e-03
578.190,2.5643e-03
578.200,2.5474e-03
578.210,2.5307e-03
578.220,2.5141e-03
578.230,2.4977e-03
578.240,2.4814e-03
578.250,2.4652e-03
578.260,2.4492e-03
578.270,2.4334e-03
578.280,2.4176e-03
578.290,2.4020e-03
578.300,2.3866e-03
578.310,2.3713e-03
578.320,2.3561e-03
578.330,2.3410e-03
578.340,2.3261e-03
578.350,2.3113e-03
578.360,2.2967e-03
578.370,2.2822e-03
578.380,2.2678e-03
578.390,2.2535e-03
578.400,2.2393e-03
578.410,2.2253e-03
578.420,2.2114e-03
578.430,2.1977e-03
578.440,2.1840e-03
578.450,2.1705e-03
578.460,2.1571e-03
578.470,2.1438e-03
578.480,2.1306e-03
578.490,2.1176e-03
578.500,2.1047e-03
578.510,2.0918e-03
578.520,2.0791e-03
578.530,2.0666e-03
578.540,2.0541e-03
578.550,2.0417e-03
578.560,2.0295e-03
578.570,2.0173e-03
578.580,2.0053e-03
578.590,1.9933e-03
578.600,1.9815e-03
578.610,1.9698e-03
578.620,1.9582e-03
578.630,1.9467e-03
578.640,1.9353e-03
578.650,1.9239e-03
578.660,1.9127e-03
578.670,1.9016e-03
578.680,1.8906e-03
578.690,1.8797e-03
578.700,1.8689e-03
578.710,1.8582e-03
578.720,1.8475e-03
578.730,1.8370e-03
578.740,1.8266e-03
578.750,1.8162e-03
578.760,1.8060e-03
578.770,1.7958e-03
578.780,1.7857e-03
578.790,1.7757e-03
578.800,1.7658e-03
578.810,1.7560e-03
578.820,1.7463e-03
578.830,1.7366e-03
578.840,1.7271e-03
578.850,1.7176e-03
578.860,1.7082e-03
578.870,1.6989e-03
578.880,1.6896e-03
578.890,1.6805e-03
578.900,1.6714e-03
578.910,1.6624e-03
578.920,1.6535e-03
578.930,1.6446e-03
578.940,1.6359e-03
578.950,1.6272e-03
578.960,1.6185e-03
578.970,1.6100e-03
578.980,1.6015e-03
578.990,1.5931e-03
579.000,1.5848e-03
579.010,1.5765e-03
579.020,1.5683e-03
579.030,1.5602e-03
579.040,1.5522e-03
579.050,1.5442e-03
579.060,1.5363e-03
579.070,1.5284e-03
579.080,1.5206e-03
579.090,1.5129e-03
579.100,1.5052e-03
579.110,1.4976e-03
579.120,1.4901e-03
579.130,1.4826e-03
579.140,1.4752e-03
579.150,1.4679e-03
579.160,1.4606e-03
579.170,1.4534e-03
579.180,1.4462e-03
579.190,1.4391e-03
579.200,1.4321e-03
579.210,1.4251e-03
579.220,1.4181e-03
579.230,1.4113e-03
579.240,1.4044e-03
579.250,1.3977e-03
579.260,1.3910e-03
579.270,1.3843e-03
579.280,1.3777e-03
579.290,1.3711e-03
579.300,1.3646e-03
579.310,1.3582e-03
579.320,1.3518e-03
579.330,1.3454e-03
579.340,1.3392e-03
579.350,1.3329e-03
579.360,1.3267e-03
579.370,1.3206e-03
579.380,1.3145e-03
579.390,1.3084e-03
579.400,1.3024e-03
579.410,1.2965e-03
579.420,1.2905e-03
579.430,1.2847e-03
579.440,1.2789e-03
579.450,1.2731e-03
579.460,1.2674e-03
579.470,1.2617e-03
579.480,1.2560e-03
579.490,1.2504e-03
579.500,1.2449e-03
579.510,1.2394e-03
579.520,1.2339e-03
579.530,1.2285e-03
579.540,1.2231e-03
579.550,1.2177e-03
579.560,1.2124e-03
579.570,1.2072e-03
579.580,1.2019e-03
579.590,1.1967e-03
579.600,1.1916e-03
579.610,1.1865e-03
579.620,1.1814e-03
579.630,1.1764e-03
579.640,1.1714e-03
579.650,1.1664e-03
579.660,1.1615e-03
579.670,1.1566e-03
579.680,1.1518e-03
579.690,1.1469e-03
579.700,1.1422e-03
579.710,1.1374e-03
579.720,1.1327e-03
579.730,1.1280e-03
579.740,1.1234e-03
579.750,1.1188e-03
579.760,1.1142e-03
579.770,1.1097e-03
579.780,1.1051e-03
579.790,1.1007e-03
579.800,1.0962e-03
579.810,1.0918e-03
579.820,1.0874e-03
579.830,1.0831e-03
579.840,1.0787e-03
579.850,1.0745e-03
579.860,1.0702e-03
579.870,1.0660e-03
579.880,1.0618e-03
579.890,1.0576e-03
579.900,1.0534e-03
579.910,1.0493e-03
579.920,1.0452e-03
579.930,1.0412e-03
579.940,1.0372e-03
579.950,1.0332e-03
579.960,1.0292e-03
579.970,1.0252e-03
579.980,1.0213e-03
579.990,1.0174e-03
580.000,1.0136e-03
580.010,1.0097e-03
580.020,1.0059e-03
580.030,1.0021e-03
580.040,9.9836e-04
580.050,9.9463e-04
580.060,9.9091e-04
580.070,9.8723e-04
580.080,9.8356e-04
580.090,9.7993e-04
580.100,9.7631e-04
580.110,9.7272e-04
580.120,9.6916e-04
580.130,9.6562e-04
580.140,9.6210e-04
580.150,9.5860e-04
580.160,9.5513e-04
580.170,9.5168e-04
580.180,9.4825e-04
580.190,9.4485e-04
580.200,9.4146e-04
580.210,9.3810e-04
580.220,9.3476e-04
580.230,9.3145e-04
580.240,9.2815e-04
580.250,9.2487e-04
580.260,9.2162e-04
580.270,9.1839e-04
580.280,9.1517e-04
580.290,9.1198e-04
580.300,9.0881e-04
580.310,9.0566e-04
580.320,9.0253e-04
580.330,8.9941e-04
580.340,8.9632e-04
580.350,8.9325e-04
580.360,8.9019e-04
580.370,8.8716e-04
580.380,8.8414e-04
580.390,8.8115e-04
580.400,8.7817e-04
580.410,8.7521e-04
580.420,8.7226e-04
580.430,8.6934e-04
580.440,8.6643e-04
580.450,8.6355e-04
580.460,8.6068e-04
580.470,8.5782e-04
580.480,8.5499e-04
580.490,8.5217e-04
580.500,8.4937e-04
580.510,8.4658e-04
580.520,8.4382e-04
580.530,8.4106e-04
580.540,8.3833e-04
580.550,8.3561e-04
580.560,8.3291e-04
580.570,8.3023e-04
580.580,8.2756e-04
580.590,8.2490e-04
580.600,8.2226e-04
580.610,8.1964e-04
580.620,8.1703e-04
580.630,8.1444e-04
580.640,8.1187e-04
580.650,8.0930e-04
580.660,8.0676e-04
580.670,8.0423e-04
580.680,8.0171e-04
580.690,7.9921e-04
580.700,7.9672e-04
580.710,7.9424e-04
580.720,7.9179e-04
580.730,7.8934e-04
580.740,7.8691e-04
580.750,7.8449e-04
580.760,7.8209e-04
580.770,7.7970e-04
580.780,7.7732e-04
580.790,7.7496e-04
580.800,7.7261e-04
580.810,7.7027e-04
580.820,7.6795e-04
580.830,7.6564e-04
580.840,7.6334e-04
580.850,7.6106e-04
580.860,7.5879e-04
580.870,7.5653e-04
580.880,7.5428e-04
580.890,7.5205e-04
580.900,7.4983e-04
580.910,7.4762e-04
580.920,7.4542e-04
580.930,7.4324e-04
580.940,7.4106e-04
580.950,7.3890e-04
580.960,7.3675e-04
580.970,7.3462e-04
580.980,7.3249e-04
580.990,7.3038e-04
581.000,7.2827e-04
581.010,7.2618e-04
581.020,7.2410e-04
581.030,7.2203e-04
581.040,7.1997e-04
581.050,7.1793e-04
581.060,7.1589e-04
581.070,7.1386e-04
581.080,7.1185e-04
581.090,7.0985e-04
581.100,7.0785e-04
581.110,7.0587e-04
581.120,7.0390e-04
581.130,7.0193e-04
581.140,6.9998e-04
581.150,6.9804e-04
581.160,6.9611e-04
581.170,6.9419e-04
581.180,6.9228e-04
581.190,6.9038e-04
581.200,6.8848e-04
581.210,6.8660e-04
581.220,6.8473e-04
581.230,6.8287e-04
581.240,6.8101e-04
581.250,6.7917e-04
581.260,6.7734e-04
581.270,6.7551e-04
581.280,6.7370e-04
581.290,6.7189e-04
581.300,6.7009e-04
581.310,6.6830e-04
581.320,6.6653e-04
581.330,6.6476e-04
581.340,6.6299e-04
581.350,6.6124e-04
581.360,6.5950e-04
581.370,6.5776e-04
581.380,6.5604e-04
581.390,6.5432e-04
581.400,6.5261e-04
581.410,6.5091e-04
581.420,6.4922e-04
581.430,6.4753e-04
581.440,6.4586e-04
581.450,6.4419e-04
581.460,6.4253e-04
581.470,6.4088e-04
581.480,6.3924e-04
581.490,6.3760e-04
581.500,6.3597e-04
581.510,6.3435e-04
581.520,6.3274e-04
581.530,6.3114e-04
581.540,6.2954e-04
581.550,6.2795e-04
581.560,6.2637e-04
581.570,6.2480e-04
581.580,6.2323e-04
581.590,6.2167e-04
581.600,6.2012e-04
581.610,6.1858e-04
581.620,6.1704e-04
581.630,6.1551e-04
581.640,6.1399e-04
581.650,6.1248e-04
581.660,6.1097e-04
581.670,6.0947e-04
581.680,6.0798e-04
581.690,6.0649e-04
581.700,6.0501e-04
581.710,6.0354e-04
581.720,6.0207e-04
581.730,6.0061e-04
581.740,5.9916e-04
581.750,5.9771e-04
581.760,5.9628e-04
581.770,5.9484e-04
581.780,5.9342e-04
581.790,5.9200e-04
581.800,5.9059e-04
581.810,5.8918e-04
581.820,5.8778e-04
581.830,5.8638e-04
581.840,5.8500e-04
581.850,5.8362e-04
581.860,5.8224e-04
581.870,5.8087e-04
581.880,5.7951e-04
581.890,5.7815e-04
581.900,5.7680e-04
581.910,5.7546e-04
581.920,5.7412e-04
581.930,5.7279e-04
581.940,5.7146e-04
581.950,5.7014e-04
581.960,5.6883e-04
581.970,5.6752e-04
581.980,5.6621e-04
581.990,5.6492e-04
582.000,5.6362e-04
582.010,5.6234e-04
582.020,5.6106e-04
582.030,5.5978e-04
582.040,5.5851e-04
582.050,5.5725e-04
582.060,5.5599e-04
582.070,5.5474e-04
582.080,5.5349e-04
582.090,5.5225e-04
582.100,5.5101e-04
582.110,5.4978e-04
582.120,5.4855e-04
582.130,5.4733e-04
582.140,5.4611e-04
582.150,5.4490e-04
582.160,5.4370e-04
582.170,5.4250e-04
582.180,5.4130e-04
582.190,5.4011e-04
582.200,5.3893e-04
582.210,5.3775e-04
582.220,5.3657e-04
582.230,5.3540e-04
582.240,5.3423e-04
582.250,5.3307e-04
582.260,5.3192e-04
582.270,5.3077e-04
582.280,5.2962e-04
582.290,5.2848e-04
582.300,5.2734e-04
582.310,5.2621e-04
582.320,5.2508e-04
582.330,5.2396e-04
582.340,5.2284e-04
582.350,5.2173e-04
582.360,5.2062e-04
582.370,5.1951e-04
582.380,5.1841e-04
582.390,5.1732e-04
582.400,5.1623e-04
582.410,5.1514e-04
582.420,5.1406e-04
582.430,5.1298e-04
582.440,5.1191e-04
582.450,5.1084e-04
582.460,5.0977e-04
582.470,5.0871e-04
582.480,5.0765e-04
582.490,5.0660e-04
582.500,5.0555e-04
582.510,5.0451e-04
582.520,5.0347e-04
582.530,5.0243e-04
582.540,5.0140e-04
582.550,5.0037e-04
582.560,4.9935e-04
582.570,4.9833e-04
582.580,4.9732e-04
582.590,4.9630e-04
582.600,4.9530e-04
582.610,4.9429e-04
582.620,4.9329e-04
582.630,4.9230e-04
582.640,4.9131e-04
582.650,4.9032e-04
582.660,4.8933e-04
582.670,4.8835e-04
582.680,4.8738e-04
582.690,4.8640e-04
582.700,4.8543e-04
582.710,4.8447e-04
582.720,4.8351e-04
582.730,4.8255e-04
582.740,4.8159e-04
582.750,4.8064e-04
582.760,4.7970e-04
582.770,4.7875e-04
582.780,4.7781e-04
582.790,4.7688e-04
582.800,4.7594e-04
582.810,4.7501e-04
582.820,4.7409e-04
582.830,4.7317e-04
582.840,4.7225e-04
582.850,4.7133e-04
582.860,4.7042e-04
582.870,4.6951e-04
582.880,4.6861e-04
582.890,4.6770e-04
582.900,4.6680e-04
582.910,4.6591e-04
582.920,4.6502e-04
582.930,4.6413e-04
582.940,4.6324e-04
582.950,4.6236e-04
582.960,4.6148e-04
582.970,4.6061e-04
582.980,4.5973e-04
582.990,4.5886e-04
583.000,4.5800e-04
583.010,4.5713e-04
583.020,4.5628e-04
583.030,4.5542e-04
583.040,4.5456e-04
583.050,4.5371e-04
583.060,4.5287e-04
583.070,4.5202e-04
583.080,4.5118e-04
583.090,4.5034e-04
583.100,4.4951e-04
583.110,4.4867e-04
583.120,4.4784e-04
583.130,4.4702e-04
583.140,4.4619e-04
583.150,4.4537e-04
583.160,4.4456e-04
583.170,4.4374e-04
583.180,4.4293e-04
583.190,4.4212e-04
583.200,4.4131e-04
583.210,4.4051e-04
583.220,4.3971e-04
583.230,4.3891e-04
583.240,4.3812e-04
583.250,4.3733e-04
583.260,4.3654e-04
583.270,4.3575e-04
583.280,4.3497e-04
583.290,4.3418e-04
583.300,4.3341e-04
583.310,4.3263e-04
583.320,4.3186e-04
583.330,4.3109e-04
583.340,4.3032e-04
583.350,4.2955e-04
583.360,4.2879e-04
583.370,4.2803e-04
583.380,4.2727e-04
583.390,4.2652e-04
583.400,4.2577e-04
583.410,4.2502e-04
583.420,4.2427e-04
583.430,4.2352e-04
583.440,4.2278e-04
583.450,4.2204e-04
583.460,4.2131e-04
583.470,4.2057e-04
583.480,4.1984e-04
583.490,4.1911e-04
583.500,4.1838e-04
583.510,4.1766e-04
583.520,4.1694e-04
583.530,4.1622e-04
583.540,4.1550e-04
583.550,4.1478e-04
583.560,4.1407e-04
583.570,4.1336e-04
583.580,4.1265e-04
583.590,4.1195e-04
583.600,4.1124e-04
583.610,4.1054e-04
583.620,4.0984e-04
583.630,4.0915e-04
583.640,4.0845e-04
583.650,4.0776e-04
583.660,4.0707e-04
583.670,4.0638e-04
583.680,4.0570e-04
583.690,4.0501e-04
583.700,4.0433e-04
583.710,4.0366e-04
583.720,4.0298e-04
583.730,4.0230e-04
583.740,4.0163e-04
583.750,4.0096e-04
583.760,4.0030e-04
583.770,3.9963e-04
583.780,3.9897e-04
583.790,3.9831e-04
583.800,3.9765e-04
583.810,3.9699e-04
583.820,3.9633e-04
583.830,3.9568e-04
583.840,3.9503e-04
583.850,3.9438e-04
583.860,3.9374e-04
583.870,3.9309e-04
583.880,3.9245e-04
583.890,3.9181e-04
583.900,3.9117e-04
583.910,3.9053e-04
583.920,3.8990e-04
583.930,3.8927e-04
583.940,3.8863e-04
583.950,3.8801e-04
583.960,3.8738e-04
583.970,3.8676e-04
583.980,3.8613e-04
583.990,3.8551e-04
584.000,3.8489e-04
584.010,3.8428e-04
584.020,3.8366e-04
584.030,3.8305e-04
584.040,3.8244e-04
584.050,3.8183e-04
584.060,3.8122e-04
584.070,3.8061e-04
584.080,3.8001e-04
584.090,3.7941e-04
584.100,3.7881e-04
584.110,3.7821e-04
584.120,3.7761e-04
584.130,3.7702e-04
584.140,3.7643e-04
584.150,3.7584e-04
584.160,3.7525e-04
584.170,3.7466e-04
584.180,3.7407e-04
584.190,3.7349e-04
584.200,3.7291e-04
584.210,3.7233e-04
584.220,3.7175e-04
584.230,3.7117e-04
584.240,3.7060e-04
584.250,3.7002e-04
584.260,3.6945e-04
584.270,3.6888e-04
584.280,3.6831e-04
584.290,3.6775e-04
584.300,3.6718e-04
584.310,3.6662e-04
584.320,3.6606e-04
584.330,3.6550e-04
584.340,3.6494e-04
584.350,3.6438e-04
584.360,3.6383e-04
584.370,3.6327e-04
584.380,3.6272e-04
584.390,3.6217e-04
584.400,3.6162e-04
584.410,3.6107e-04
584.420,3.6053e-04
584.430,3.5999e-04
584.440,3.5944e-04
584.450,3.5890e-04
584.460,3.5836e-04
584.470,3.5783e-04
584.480,3.5729e-04
584.490,3.5676e-04
584.500,3.5622e-04
584.510,3.5569e-04
584.520,3.5516e-04
584.530,3.5463e-04
584.540,3.5411e-04
584.550,3.5358e-04
584.560,3.5306e-04
584.570,3.5253e-04
584.580,3.5201e-04
584.590,3.5149e-04
584.600,3.5098e-04
584.610,3.5046e-04
584.620,3.4995e-04
584.630,3.4943e-04
584.640,3.4892e-04
584.650,3.4841e-04
584.660,3.4790e-04
584.670,3.4739e-04
