Wavelength (nm), Intensity (a.u.)
642.130,4.7194e-03
642.140,4.7327e-03
642.150,4.7459e-03
642.160,4.7588e-03
642.170,4.7716e-03
642.180,4.7842e-03
642.190,4.7967e-03
642.200,4.8090e-03
642.210,4.8211e-03
642.220,4.8331e-03
642.230,4.8449e-03
642.240,4.8565e-03
642.250,4.8681e-03
642.260,4.8795e-03
642.270,4.8907e-03
642.280,4.9018e-03
642.290,4.9129e-03
642.300,4.9237e-03
642.310,4.9345e-03
642.320,4.9452e-03
642.330,4.9558e-03
642.340,4.9663e-03
642.350,4.9767e-03
642.360,4.9870e-03
642.370,4.9973e-03
642.380,5.0075e-03
642.390,5.0177e-03
642.400,5.0278e-03
642.410,5.0378e-03
642.420,5.0479e-03
642.430,5.0579e-03
642.440,5.0678e-03
642.450,5.0778e-03
642.460,5.0878e-03
642.470,5.0977e-03
642.480,5.1077e-03
642.490,5.1177e-03
642.500,5.1278e-03
642.510,5.1378e-03
642.520,5.1480e-03
642.530,5.1581e-03
642.540,5.1683e-03
642.550,5.1786e-03
642.560,5.1890e-03
642.570,5.1995e-03
642.580,5.2100e-03
642.590,5.2206e-03
642.600,5.2314e-03
642.610,5.2422e-03
642.620,5.2532e-03
642.630,5.2643e-03
642.640,5.2756e-03
642.650,5.2869e-03
642.660,5.2985e-03
642.670,5.3102e-03
642.680,5.3220e-03
642.690,5.3340e-03
642.700,5.3462e-03
642.710,5.3586e-03
642.720,5.3712e-03
642.730,5.3840e-03
642.740,5.3970e-03
642.750,5.4102e-03
642.760,5.4236e-03
642.770,5.4372e-03
642.780,5.4511e-03
642.790,5.4652e-03
642.800,5.4795e-03
642.810,5.4941e-03
642.820,5.5089e-03
642.830,5.5240e-03
642.840,5.5394e-03
642.850,5.5550e-03
642.860,5.5709e-03
642.870,5.5871e-03
642.880,5.6036e-03
642.890,5.6203e-03
642.900,5.6373e-03
642.910,5.6547e-03
642.920,5.6723e-03
642.930,5.6903e-03
642.940,5.7085e-03
642.950,5.7271e-03
642.960,5.7459e-03
642.970,5.7651e-03
642.980,5.7846e-03
642.990,5.8045e-03
643.000,5.8246e-03
643.010,5.8451e-03
643.020,5.8660e-03
643.030,5.8871e-03
643.040,5.9086e-03
643.050,5.9305e-03
643.060,5.9527e-03
643.070,5.9752e-03
643.080,5.9981e-03
643.090,6.0213e-03
643.100,6.0449e-03
643.110,6.0688e-03
643.120,6.0931e-03
643.130,6.1177e-03
643.140,6.1427e-03
643.150,6.1680e-03
643.160,6.1937e-03
643.170,6.2197e-03
643.180,6.2461e-03
643.190,6.2728e-03
643.200,6.2999e-03
643.210,6.3274e-03
643.220,6.3552e-03
643.230,6.3833e-03
643.240,6.4118e-03
643.250,6.4406e-03
643.260,6.4698e-03
643.270,6.4993e-03
643.280,6.5292e-03
643.290,6.5594e-03
643.300,6.5899e-03
643.310,6.6207e-03
643.320,6.6519e-03
643.330,6.6834e-03
643.340,6.7153e-03
643.350,6.7474e-03
643.360,6.7798e-03
643.370,6.8126e-03
643.380,6.8457e-03
643.390,6.8790e-03
643.400,6.9127e-03
643.410,6.9466e-03
643.420,6.9808e-03
643.430,7.0153e-03
643.440,7.0500e-03
643.450,7.0850e-03
643.460,7.1203e-03
643.470,7.1558e-03
643.480,7.1915e-03
643.490,7.2274e-03
643.500,7.2636e-03
643.510,7.3000e-03
643.520,7.3366e-03
643.530,7.3733e-03
643.540,7.4103e-03
643.550,7.4474e-03
643.560,7.4846e-03
643.570,7.5221e-03
643.580,7.5596e-03
643.590,7.5973e-03
643.600,7.6351e-03
643.610,7.6729e-03
643.620,7.7109e-03
643.630,7.7489e-03
643.640,7.7870e-03
643.650,7.8251e-03
643.660,7.8633e-03
643.670,7.9014e-03
643.680,7.9396e-03
643.690,7.9777e-03
643.700,8.0158e-03
643.710,8.0539e-03
643.720,8.0919e-03
643.730,8.1298e-03
643.740,8.1676e-03
643.750,8.2052e-03
643.760,8.2428e-03
643.770,8.2802e-03
643.780,8.3174e-03
643.790,8.3544e-03
643.800,8.3912e-03
643.810,8.4277e-03
643.820,8.4640e-03
643.830,8.5001e-03
643.840,8.5358e-03
643.850,8.5712e-03
643.860,8.6063e-03
643.870,8.6411e-03
643.880,8.6754e-03
643.890,8.7094e-03
643.900,8.7429e-03
643.910,8.7760e-03
643.920,8.8086e-03
643.930,8.8408e-03
643.940,8.8724e-03
643.950,8.9035e-03
643.960,8.9341e-03
643.970,8.9641e-03
643.980,8.9935e-03
643.990,9.0223e-03
644.000,9.0505e-03
644.010,9.0780e-03
644.020,9.1048e-03
644.030,9.1309e-03
644.040,9.1563e-03
644.050,9.1810e-03
644.060,9.2049e-03
644.070,9.2281e-03
644.080,9.2504e-03
644.090,9.2719e-03
644.100,9.2926e-03
644.110,9.3125e-03
644.120,9.3315e-03
644.130,9.3495e-03
644.140,9.3667e-03
644.150,9.3830e-03
644.160,9.3983e-03
644.170,9.4127e-03
644.180,9.4262e-03
644.190,9.4386e-03
644.200,9.4501e-03
644.210,9.4605e-03
644.220,9.4700e-03
644.230,9.4784e-03
644.240,9.4858e-03
644.250,9.4921e-03
644.260,9.4974e-03
644.270,9.5016e-03
644.280,9.5048e-03
644.290,9.5069e-03
644.300,9.5079e-03
644.310,9.5079e-03
644.320,9.5067e-03
644.330,9.5045e-03
644.340,9.5012e-03
644.350,9.4968e-03
644.360,9.4913e-03
644.370,9.4847e-03
644.380,9.4770e-03
644.390,9.4682e-03
644.400,9.4584e-03
644.410,9.4475e-03
644.420,9.4355e-03
644.430,9.4225e-03
644.440,9.4084e-03
644.450,9.3932e-03
644.460,9.3770e-03
644.470,9.3598e-03
644.480,9.3415e-03
644.490,9.3222e-03
644.500,9.3020e-03
644.510,9.2807e-03
644.520,9.2585e-03
644.530,9.2353e-03
644.540,9.2112e-03
644.550,9.1861e-03
644.560,9.1601e-03
644.570,9.1332e-03
644.580,9.1054e-03
644.590,9.0767e-03
644.600,9.0472e-03
644.610,9.0169e-03
644.620,8.9857e-03
644.630,8.9538e-03
644.640,8.9210e-03
644.650,8.8876e-03
644.660,8.8533e-03
644.670,8.8184e-03
644.680,8.7827e-03
644.690,8.7464e-03
644.700,8.7093e-03
644.710,8.6717e-03
644.720,8.6334e-03
644.730,8.5946e-03
644.740,8.5551e-03
644.750,8.5151e-03
644.760,8.4746e-03
644.770,8.4335e-03
644.780,8.3920e-03
644.790,8.3500e-03
644.800,8.3075e-03
644.810,8.2646e-03
644.820,8.2213e-03
644.830,8.1775e-03
644.840,8.1335e-03
644.850,8.0890e-03
644.860,8.0442e-03
644.870,7.9991e-03
644.880,7.9538e-03
644.890,7.9081e-03
644.900,7.8622e-03
644.910,7.8160e-03
644.920,7.7696e-03
644.930,7.7231e-03
644.940,7.6763e-03
644.950,7.6294e-03
644.960,7.5823e-03
644.970,7.5351e-03
644.980,7.4878e-03
644.990,7.4403e-03
645.000,7.3928e-03
645.010,7.3452e-03
645.020,7.2976e-03
645.030,7.2499e-03
645.040,7.2022e-03
645.050,7.1545e-03
645.060,7.1068e-03
645.070,7.0591e-03
645.080,7.0115e-03
645.090,6.9638e-03
645.100,6.9163e-03
645.110,6.8688e-03
645.120,6.8213e-03
645.130,6.7740e-03
645.140,6.7268e-03
645.150,6.6796e-03
645.160,6.6326e-03
645.170,6.5857e-03
645.180,6.5390e-03
645.190,6.4924e-03
645.200,6.4459e-03
645.210,6.3996e-03
645.220,6.3535e-03
645.230,6.3076e-03
645.240,6.2618e-03
645.250,6.2163e-03
645.260,6.1709e-03
645.270,6.1258e-03
645.280,6.0809e-03
645.290,6.0362e-03
645.300,5.9917e-03
645.310,5.9474e-03
645.320,5.9034e-03
645.330,5.8596e-03
645.340,5.8161e-03
645.350,5.7728e-03
645.360,5.7297e-03
645.370,5.6870e-03
645.380,5.6444e-03
645.390,5.6022e-03
645.400,5.5602e-03
645.410,5.5185e-03
645.420,5.4770e-03
645.430,5.4358e-03
645.440,5.3949e-03
645.450,5.3543e-03
645.460,5.3140e-03
645.470,5.2739e-03
645.480,5.2342e-03
645.490,5.1947e-03
645.500,5.1555e-03
645.510,5.1166e-03
645.520,5.0780e-03
645.530,5.0397e-03
645.540,5.0016e-03
645.550,4.9639e-03
645.560,4.9264e-03
645.570,4.8893e-03
645.580,4.8524e-03
645.590,4.8158e-03
645.600,4.7796e-03
645.610,4.7436e-03
645.620,4.7079e-03
645.630,4.6725e-03
645.640,4.6374e-03
645.650,4.6025e-03
645.660,4.5680e-03
645.670,4.5338e-03
645.680,4.4998e-03
645.690,4.4662e-03
645.700,4.4328e-03
645.710,4.3997e-03
645.720,4.3669e-03
645.730,4.3344e-03
645.740,4.3021e-03
645.750,4.2702e-03
645.760,4.2385e-03
645.770,4.2071e-03
645.780,4.1760e-03
645.790,4.1451e-03
645.800,4.1146e-03
645.810,4.0843e-03
645.820,4.0542e-03
645.830,4.0245e-03
645.840,3.9950e-03
645.850,3.9658e-03
645.860,3.9368e-03
645.870,3.9081e-03
645.880,3.8797e-03
645.890,3.8515e-03
645.900,3.8236e-03
645.910,3.7959e-03
645.920,3.7685e-03
645.930,3.7414e-03
645.940,3.7145e-03
645.950,3.6878e-03
645.960,3.6614e-03
645.970,3.6353e-03
645.980,3.6093e-03
645.990,3.5837e-03
646.000,3.5582e-03
646.010,3.5330e-03
646.020,3.5081e-03
646.030,3.4833e-03
646.040,3.4588e-03
646.050,3.4345e-03
646.060,3.4105e-03
646.070,3.3867e-03
646.080,3.3631e-03
646.090,3.3397e-03
646.100,3.3165e-03
646.110,3.2936e-03
646.120,3.2709e-03
646.130,3.2484e-03
646.140,3.2261e-03
646.150,3.2040e-03
646.160,3.1821e-03
646.170,3.1604e-03
646.180,3.1389e-03
646.190,3.1177e-03
646.200,3.0966e-03
646.210,3.0757e-03
646.220,3.0551e-03
646.230,3.0346e-03
646.240,3.0143e-03
646.250,2.9942e-03
646.260,2.9743e-03
646.270,2.9546e-03
646.280,2.9350e-03
646.290,2.9157e-03
646.300,2.8965e-03
646.310,2.8775e-03
646.320,2.8587e-03
646.330,2.8401e-03
646.340,2.8216e-03
646.350,2.8033e-03
646.360,2.7852e-03
646.370,2.7673e-03
646.380,2.7495e-03
646.390,2.7319e-03
646.400,2.7145e-03
646.410,2.6972e-03
646.420,2.6800e-03
646.430,2.6631e-03
646.440,2.6463e-03
646.450,2.6296e-03
646.460,2.6131e-03
646.470,2.5968e-03
646.480,2.5806e-03
646.490,2.5646e-03
646.500,2.5487e-03
646.510,2.5330e-03
646.520,2.5174e-03
646.530,2.5019e-03
646.540,2.4866e-03
646.550,2.4714e-03
646.560,2.4564e-03
646.570,2.4415e-03
646.580,2.4268e-03
646.590,2.4122e-03
646.600,2.3977e-03
646.610,2.3833e-03
646.620,2.3691e-03
646.630,2.3550e-03
646.640,2.3411e-03
646.650,2.3272e-03
646.660,2.3135e-03
646.670,2.3000e-03
646.680,2.2865e-03
646.690,2.2732e-03
646.700,2.2600e-03
646.710,2.2469e-03
646.720,2.2339e-03
646.730,2.2211e-03
646.740,2.2083e-03
646.750,2.1957e-03
646.760,2.1832e-03
646.770,2.1708e-03
646.780,2.1585e-03
646.790,2.1463e-03
646.800,2.1343e-03
646.810,2.1223e-03
646.820,2.1105e-03
646.830,2.0987e-03
646.840,2.0871e-03
646.850,2.0755e-03
646.860,2.0641e-03
646.870,2.0528e-03
646.880,2.0416e-03
646.890,2.0304e-03
646.900,2.0194e-03
646.910,2.0085e-03
646.920,1.9976e-03
646.930,1.9869e-03
646.940,1.9762e-03
646.950,1.9657e-03
646.960,1.9552e-03
646.970,1.9449e-03
646.980,1.9346e-03
646.990,1.9244e-03
647.000,1.9143e-03
647.010,1.9043e-03
647.020,1.8944e-03
647.030,1.8846e-03
647.040,1.8748e-03
647.050,1.8652e-03
647.060,1.8556e-03
647.070,1.8461e-03
647.080,1.8367e-03
647.090,1.8273e-03
647.100,1.8181e-03
647.110,1.8089e-03
647.120,1.7998e-03
647.130,1.7908e-03
647.140,1.7819e-03
647.150,1.7730e-03
647.160,1.7642e-03
647.170,1.7555e-03
647.180,1.7469e-03
647.190,1.7383e-03
647.200,1.7299e-03
647.210,1.7214e-03
647.220,1.7131e-03
647.230,1.7048e-03
647.240,1.6966e-03
647.250,1.6885e-03
647.260,1.6804e-03
647.270,1.6725e-03
647.280,1.6645e-03
647.290,1.6567e-03
647.300,1.6489e-03
647.310,1.6412e-03
647.320,1.6335e-03
647.330,1.6259e-03
647.340,1.6184e-03
647.350,1.6109e-03
647.360,1.6035e-03
647.370,1.5962e-03
647.380,1.5889e-03
647.390,1.5817e-03
647.400,1.5745e-03
647.410,1.5674e-03
647.420,1.5604e-03
647.430,1.5534e-03
647.440,1.5464e-03
647.450,1.5396e-03
647.460,1.5328e-03
647.470,1.5260e-03
647.480,1.5193e-03
647.490,1.5127e-03
647.500,1.5061e-03
647.510,1.4996e-03
647.520,1.4931e-03
647.530,1.4867e-03
647.540,1.4803e-03
647.550,1.4740e-03
647.560,1.4677e-03
647.570,1.4615e-03
647.580,1.4553e-03
647.590,1.4492e-03
647.600,1.4432e-03
647.610,1.4371e-03
647.620,1.4312e-03
647.630,1.4253e-03
647.640,1.4194e-03
647.650,1.4136e-03
647.660,1.4078e-03
647.670,1.4021e-03
647.680,1.3964e-03
647.690,1.3908e-03
647.700,1.3852e-03
647.710,1.3797e-03
647.720,1.3742e-03
647.730,1.3687e-03
647.740,1.3633e-03
647.750,1.3580e-03
647.760,1.3526e-03
647.770,1.3474e-03
647.780,1.3421e-03
647.790,1.3370e-03
647.800,1.3318e-03
647.810,1.3267e-03
647.820,1.3216e-03
647.830,1.3166e-03
647.840,1.3116e-03
647.850,1.3067e-03
647.860,1.3018e-03
647.870,1.2969e-03
647.880,1.2921e-03
647.890,1.2873e-03
647.900,1.2826e-03
647.910,1.2779e-03
647.920,1.2732e-03
647.930,1.2686e-03
647.940,1.2640e-03
647.950,1.2594e-03
647.960,1.2549e-03
647.970,1.2505e-03
647.980,1.2460e-03
647.990,1.2416e-03
648.000,1.2372e-03
648.010,1.2329e-03
648.020,1.2286e-03
648.030,1.2243e-03
648.040,1.2201e-03
648.050,1.2159e-03
648.060,1.2117e-03
648.070,1.2076e-03
648.080,1.2035e-03
648.090,1.1994e-03
648.100,1.1954e-03
648.110,1.1914e-03
648.120,1.1874e-03
648.130,1.1835e-03
648.140,1.1796e-03
648.150,1.1757e-03
648.160,1.1719e-03
648.170,1.1681e-03
648.180,1.1643e-03
648.190,1.1606e-03
648.200,1.1568e-03
648.210,1.1531e-03
648.220,1.1495e-03
648.230,1.1459e-03
648.240,1.1423e-03
648.250,1.1387e-03
648.260,1.1352e-03
648.270,1.1317e-03
648.280,1.1282e-03
648.290,1.1247e-03
648.300,1.1213e-03
648.310,1.1179e-03
648.320,1.1145e-03
648.330,1.1112e-03
648.340,1.1079e-03
648.350,1.1046e-03
648.360,1.1013e-03
648.370,1.0981e-03
648.380,1.0949e-03
648.390,1.0917e-03
648.400,1.0886e-03
648.410,1.0855e-03
648.420,1.0824e-03
648.430,1.0793e-03
648.440,1.0762e-03
648.450,1.0732e-03
648.460,1.0702e-03
648.470,1.0673e-03
648.480,1.0643e-03
648.490,1.0614e-03
648.500,1.0585e-03
648.510,1.0556e-03
648.520,1.0528e-03
648.530,1.0499e-03
648.540,1.0471e-03
648.550,1.0444e-03
648.560,1.0416e-03
648.570,1.0389e-03
648.580,1.0362e-03
648.590,1.0335e-03
648.600,1.0308e-03
648.610,1.0282e-03
648.620,1.0256e-03
648.630,1.0230e-03
648.640,1.0204e-03
648.650,1.0179e-03
648.660,1.0154e-03
648.670,1.0129e-03
648.680,1.0104e-03
648.690,1.0079e-03
648.700,1.0055e-03
648.710,1.0031e-03
648.720,1.0007e-03
648.730,9.9829e-04
648.740,9.9594e-04
648.750,9.9361e-04
648.760,9.9130e-04
648.770,9.8901e-04
648.780,9.8675e-04
648.790,9.8450e-04
648.800,9.8227e-04
648.810,9.8007e-04
648.820,9.7788e-04
648.830,9.7571e-04
648.840,9.7357e-04
648.850,9.7144e-04
648.860,9.6933e-04
648.870,9.6725e-04
648.880,9.6518e-04
648.890,9.6313e-04
648.900,9.6110e-04
648.910,9.5910e-04
648.920,9.5711e-04
648.930,9.5513e-04
648.940,9.5318e-04
648.950,9.5125e-04
648.960,9.4933e-04
648.970,9.4744e-04
648.980,9.4556e-04
648.990,9.4370e-04
649.000,9.4186e-04
649.010,9.4004e-04
649.020,9.3824e-04
649.030,9.3645e-04
649.040,9.3468e-04
649.050,9.3293e-04
649.060,9.3120e-04
649.070,9.2949e-04
649.080,9.2779e-04
649.090,9.2611e-04
649.100,9.2445e-04
649.110,9.2281e-04
649.120,9.2118e-04
649.130,9.1957e-04
649.140,9.1798e-04
649.150,9.1641e-04
649.160,9.1485e-04
649.170,9.1331e-04
649.180,9.1179e-04
649.190,9.1028e-04
649.200,9.0879e-04
649.210,9.0732e-04
649.220,9.0586e-04
649.230,9.0442e-04
649.240,9.0300e-04
649.250,9.0159e-04
649.260,9.0020e-04
649.270,8.9883e-04
649.280,8.9747e-04
649.290,8.9613e-04
649.300,8.9480e-04
649.310,8.9350e-04
649.320,8.9220e-04
649.330,8.9093e-04
649.340,8.8966e-04
649.350,8.8842e-04
649.360,8.8719e-04
649.370,8.8598e-04
649.380,8.8478e-04
649.390,8.8360e-04
649.400,8.8243e-04
649.410,8.8128e-04
649.420,8.8015e-04
649.430,8.7903e-04
649.440,8.7792e-04
649.450,8.7683e-04
649.460,8.7576e-04
649.470,8.7470e-04
649.480,8.7366e-04
649.490,8.7263e-04
649.500,8.7162e-04
649.510,8.7063e-04
649.520,8.6964e-04
649.530,8.6868e-04
649.540,8.6773e-04
649.550,8.6679e-04
649.560,8.6587e-04
649.570,8.6496e-04
649.580,8.6407e-04
649.590,8.6319e-04
649.600,8.6233e-04
649.610,8.6148e-04
649.620,8.6065e-04
649.630,8.5983e-04
649.640,8.5903e-04
649.650,8.5824e-04
649.660,8.5747e-04
649.670,8.5671e-04
649.680,8.5597e-04
649.690,8.5524e-04
649.700,8.5452e-04
649.710,8.5382e-04
649.720,8.5314e-04
649.730,8.5246e-04
649.740,8.5181e-04
649.750,8.5117e-04
649.760,8.5054e-04
649.770,8.4992e-04
649.780,8.4933e-04
649.790,8.4874e-04
649.800,8.4817e-04
649.810,8.4762e-04
649.820,8.4707e-04
649.830,8.4655e-04
649.840,8.4604e-04
649.850,8.4554e-04
649.860,8.4505e-04
649.870,8.4458e-04
649.880,8.4413e-04
649.890,8.4369e-04
649.900,8.4326e-04
649.910,8.4285e-04
649.920,8.4245e-04
649.930,8.4207e-04
649.940,8.4170e-04
649.950,8.4134e-04
649.960,8.4100e-04
649.970,8.4068e-04
649.980,8.4036e-04
649.990,8.4007e-04
650.000,8.3978e-04
650.010,8.3951e-04
650.020,8.3926e-04
650.030,8.3902e-04
650.040,8.3879e-04
650.050,8.3858e-04
650.060,8.3838e-04
650.070,8.3820e-04
650.080,8.3803e-04
650.090,8.3787e-04
650.100,8.3773e-04
650.110,8.3760e-04
650.120,8.3749e-04
650.130,8.3739e-04
650.140,8.3731e-04
650.150,8.3724e-04
650.160,8.3719e-04
650.170,8.3715e-04
650.180,8.3712e-04
650.190,8.3711e-04
650.200,8.3712e-04
650.210,8.3713e-04
650.220,8.3717e-04
650.230,8.3721e-04
650.240,8.3728e-04
650.250,8.3735e-04
650.260,8.3744e-04
650.270,8.3755e-04
650.280,8.3767e-04
650.290,8.3780e-04
650.300,8.3795e-04
650.310,8.3812e-04
650.320,8.3830e-04
650.330,8.3849e-04
650.340,8.3870e-04
650.350,8.3892e-04
650.360,8.3916e-04
650.370,8.3941e-04
650.380,8.3968e-04
650.390,8.3996e-04
650.400,8.4026e-04
650.410,8.4058e-04
650.420,8.4091e-04
650.430,8.4125e-04
650.440,8.4161e-04
650.450,8.4198e-04
650.460,8.4237e-04
650.470,8.4278e-04
650.480,8.4320e-04
650.490,8.4363e-04
650.500,8.4408e-04
650.510,8.4455e-04
650.520,8.4503e-04
650.530,8.4553e-04
650.540,8.4604e-04
650.550,8.4657e-04
650.560,8.4711e-04
650.570,8.4768e-04
650.580,8.4825e-04
650.590,8.4884e-04
650.600,8.4945e-04
650.610,8.5008e-04
650.620,8.5072e-04
650.630,8.5137e-04
650.640,8.5205e-04
650.650,8.5273e-04
650.660,8.5344e-04
650.670,8.5416e-04
650.680,8.5490e-04
650.690,8.5565e-04
650.700,8.5642e-04
650.710,8.5721e-04
650.720,8.5802e-04
650.730,8.5884e-04
650.740,8.5968e-04
650.750,8.6053e-04
650.760,8.6140e-04
650.770,8.6229e-04
650.780,8.6320e-04
650.790,8.6412e-04
650.800,8.6506e-04
650.810,8.6602e-04
650.820,8.6700e-04
650.830,8.6799e-04
650.840,8.6900e-04
650.850,8.7003e-04
650.860,8.7108e-04
650.870,8.7214e-04
650.880,8.7322e-04
650.890,8.7432e-04
650.900,8.7544e-04
650.910,8.7658e-04
650.920,8.7774e-04
650.930,8.7891e-04
650.940,8.8010e-04
650.950,8.8131e-04
650.960,8.8254e-04
650.970,8.8379e-04
650.980,8.8506e-04
650.990,8.8635e-04
651.000,8.8765e-04
651.010,8.8898e-04
651.020,8.9032e-04
651.030,8.9169e-04
651.040,8.9307e-04
651.050,8.9448e-04
651.060,8.9590e-04
651.070,8.9734e-04
651.080,8.9881e-04
651.090,9.0029e-04
651.100,9.0180e-04
651.110,9.0332e-04
651.120,9.0487e-04
651.130,9.0643e-04
651.140,9.0802e-04
651.150,9.0963e-04
651.160,9.1126e-04
651.170,9.1291e-04
651.180,9.1458e-04
651.190,9.1627e-04
651.200,9.1799e-04
651.210,9.1972e-04
651.220,9.2148e-04
651.230,9.2326e-04
651.240,9.2507e-04
651.250,9.2689e-04
651.260,9.2874e-04
651.270,9.3061e-04
651.280,9.3250e-04
651.290,9.3442e-04
651.300,9.3636e-04
651.310,9.3832e-04
651.320,9.4031e-04
651.330,9.4232e-04
651.340,9.4435e-04
651.350,9.4641e-04
651.360,9.4849e-04
651.370,9.5060e-04
651.380,9.5273e-04
651.390,9.5489e-04
651.400,9.5707e-04
651.410,9.5927e-04
651.420,9.6151e-04
651.430,9.6376e-04
651.440,9.6604e-04
651.450,9.6835e-04
651.460,9.7069e-04
651.470,9.7305e-04
651.480,9.7543e-04
651.490,9.7785e-04
651.500,9.8029e-04
651.510,9.8275e-04
651.520,9.8525e-04
651.530,9.8777e-04
651.540,9.9032e-04
651.550,9.9290e-04
651.560,9.9550e-04
651.570,9.9814e-04
651.580,1.0008e-03
651.590,1.0035e-03
651.600,1.0062e-03
651.610,1.0090e-03
651.620,1.0117e-03
651.630,1.0146e-03
651.640,1.0174e-03
651.650,1.0203e-03
651.660,1.0232e-03
651.670,1.0261e-03
651.680,1.0291e-03
651.690,1.0320e-03
651.700,1.0351e-03
651.710,1.0381e-03
651.720,1.0412e-03
651.730,1.0443e-03
651.740,1.0475e-03
651.750,1.0507e-03
651.760,1.0539e-03
651.770,1.0571e-03
651.780,1.0604e-03
651.790,1.0638e-03
651.800,1.0671e-03
651.810,1.0705e-03
651.820,1.0739e-03
651.830,1.0774e-03
651.840,1.0809e-03
651.850,1.0844e-03
651.860,1.0880e-03
651.870,1.0916e-03
651.880,1.0952e-03
651.890,1.0989e-03
651.900,1.1026e-03
651.910,1.1064e-03
651.920,1.1102e-03
651.930,1.1140e-03
651.940,1.1179e-03
651.950,1.1218e-03
651.960,1.1257e-03
651.970,1.1297e-03
651.980,1.1337e-03
651.990,1.1378e-03
652.000,1.1419e-03
652.010,1.1461e-03
652.020,1.1503e-03
652.030,1.1545e-03
652.040,1.1588e-03
652.050,1.1631e-03
652.060,1.1675e-03
652.070,1.1719e-03
652.080,1.1763e-03
652.090,1.1808e-03
652.100,1.1854e-03
652.110,1.1899e-03
652.120,1.1946e-03
652.130,1.1993e-03
652.140,1.2040e-03
652.150,1.2088e-03
652.160,1.2136e-03
652.170,1.2184e-03
652.180,1.2234e-03
652.190,1.2283e-03
652.200,1.2334e-03
652.210,1.2384e-03
652.220,1.2435e-03
652.230,1.2487e-03
652.240,1.2539e-03
652.250,1.2592e-03
652.260,1.2645e-03
652.270,1.2699e-03
652.280,1.2753e-03
652.290,1.2808e-03
652.300,1.2864e-03
652.310,1.2920e-03
652.320,1.2976e-03
652.330,1.3033e-03
652.340,1.3091e-03
652.350,1.3149e-03
652.360,1.3208e-03
652.370,1.3267e-03
652.380,1.3327e-03
652.390,1.3388e-03
652.400,1.3449e-03
652.410,1.3511e-03
652.420,1.3573e-03
652.430,1.3636e-03
652.440,1.3700e-03
652.450,1.3764e-03
652.460,1.3829e-03
652.470,1.3894e-03
652.480,1.3961e-03
652.490,1.4028e-03
652.500,1.4095e-03
652.510,1.4163e-03
652.520,1.4232e-03
652.530,1.4302e-03
652.540,1.4372e-03
652.550,1.4443e-03
652.560,1.4515e-03
652.570,1.4587e-03
652.580,1.4660e-03
652.590,1.4734e-03
652.600,1.4808e-03
652.610,1.4884e-03
652.620,1.4960e-03
652.630,1.5036e-03
652.640,1.5114e-03
652.650,1.5192e-03
652.660,1.5271e-03
652.670,1.5351e-03
652.680,1.5432e-03
652.690,1.5513e-03
652.700,1.5596e-03
652.710,1.5679e-03
652.720,1.5763e-03
652.730,1.5847e-03
652.740,1.5933e-03
652.750,1.6019e-03
652.760,1.6107e-03
652.770,1.6195e-03
652.780,1.6284e-03
652.790,1.6374e-03
652.800,1.6465e-03
652.810,1.6556e-03
652.820,1.6649e-03
652.830,1.6742e-03
652.840,1.6837e-03
652.850,1.6932e-03
652.860,1.7028e-03
652.870,1.7126e-03
652.880,1.7224e-03
652.890,1.7323e-03
652.900,1.7423e-03
652.910,1.7524e-03
652.920,1.7626e-03
652.930,1.7730e-03
652.940,1.7834e-03
652.950,1.7939e-03
652.960,1.8045e-03
652.970,1.8152e-03
652.980,1.8260e-03
652.990,1.8370e-03
653.000,1.8480e-03
653.010,1.8591e-03
653.020,1.8704e-03
653.030,1.8817e-03
653.040,1.8932e-03
653.050,1.9048e-03
653.060,1.9165e-03
653.070,1.9283e-03
653.080,1.9402e-03
653.090,1.9522e-03
653.100,1.9644e-03
653.110,1.9766e-03
653.120,1.9890e-03
653.130,2.0015e-03
653.140,2.0141e-03
653.150,2.0268e-03
653.160,2.0397e-03
653.170,2.0527e-03
653.180,2.0658e-03
653.190,2.0790e-03
653.200,2.0923e-03
653.210,2.1058e-03
653.220,2.1194e-03
653.230,2.1331e-03
653.240,2.1469e-03
653.250,2.1609e-03
653.260,2.1750e-03
653.270,2.1892e-03
653.280,2.2035e-03
653.290,2.2180e-03
653.300,2.2326e-03
653.310,2.2473e-03
653.320,2.2622e-03
653.330,2.2772e-03
653.340,2.2923e-03
653.350,2.3076e-03
653.360,2.3230e-03
653.370,2.3385e-03
653.380,2.3542e-03
653.390,2.3700e-03
653.400,2.3859e-03
653.410,2.4020e-03
653.420,2.4182e-03
653.430,2.4345e-03
653.440,2.4510e-03
653.450,2.4676e-03
653.460,2.4843e-03
653.470,2.5012e-03
653.480,2.5182e-03
653.490,2.5353e-03
653.500,2.5526e-03
653.510,2.5700e-03
653.520,2.5875e-03
653.530,2.6052e-03
653.540,2.6230e-03
653.550,2.6409e-03
653.560,2.6590e-03
653.570,2.6772e-03
653.580,2.6955e-03
653.590,2.7140e-03
653.600,2.7326e-03
653.610,2.7513e-03
653.620,2.7702e-03
653.630,2.7891e-03
653.640,2.8082e-03
653.650,2.8274e-03
653.660,2.8468e-03
653.670,2.8662e-03
653.680,2.8858e-03
653.690,2.9055e-03
653.700,2.9253e-03
653.710,2.9452e-03
653.720,2.9652e-03
653.730,2.9854e-03
653.740,3.0056e-03
653.750,3.0260e-03
653.760,3.0464e-03
653.770,3.0670e-03
